image_path,steering
images/frame_20250318_190522_593412.jpg,-0.000440
images/frame_20250318_190523_319132.jpg,0.000000
images/frame_20250318_190524_462999.jpg,0.000000
images/frame_20250318_190524_942195.jpg,-0.000176
images/frame_20250318_190524_973368.jpg,0.000000
images/frame_20250318_190525_003808.jpg,0.000814
images/frame_20250318_190525_052197.jpg,0.000793
images/frame_20250318_190525_083169.jpg,0.000657
images/frame_20250318_190525_115999.jpg,0.000593
images/frame_20250318_190525_142038.jpg,0.000506
images/frame_20250318_190525_166454.jpg,0.000401
images/frame_20250318_190525_192808.jpg,0.000440
images/frame_20250318_190525_236855.jpg,0.000220
images/frame_20250318_190525_279905.jpg,0.000348
images/frame_20250318_190525_315563.jpg,0.000184
images/frame_20250318_190525_344480.jpg,0.000348
images/frame_20250318_190525_372372.jpg,-0.000124
images/frame_20250318_190525_394309.jpg,0.000000
images/frame_20250318_190525_422493.jpg,0.000308
images/frame_20250318_190525_453100.jpg,-0.000088
images/frame_20250318_190525_491757.jpg,0.000308
images/frame_20250318_190525_526369.jpg,0.000308
images/frame_20250318_190525_563083.jpg,-0.000088
images/frame_20250318_190525_596895.jpg,0.000220
images/frame_20250318_190525_620965.jpg,0.000220
images/frame_20250318_190525_642871.jpg,-0.000088
images/frame_20250318_190525_683438.jpg,-0.000308
images/frame_20250318_190525_706233.jpg,0.000088
images/frame_20250318_190525_748321.jpg,0.000000
images/frame_20250318_190525_771554.jpg,0.000000
images/frame_20250318_190525_807547.jpg,-0.000308
images/frame_20250318_190525_838140.jpg,-0.000220
images/frame_20250318_190525_878283.jpg,0.000000
images/frame_20250318_190525_898986.jpg,0.000000
images/frame_20250318_190525_936930.jpg,0.000000
images/frame_20250318_190525_967555.jpg,0.000088
images/frame_20250318_190526_010286.jpg,0.000000
images/frame_20250318_190526_032937.jpg,0.000000
images/frame_20250318_190526_078434.jpg,0.000000
images/frame_20250318_190526_121255.jpg,0.000000
images/frame_20250318_190526_143127.jpg,0.000000
images/frame_20250318_190526_183975.jpg,0.000000
images/frame_20250318_190526_208461.jpg,0.000000
images/frame_20250318_190526_251345.jpg,0.000000
images/frame_20250318_190526_272680.jpg,0.000000
images/frame_20250318_190526_313606.jpg,0.000000
images/frame_20250318_190526_346051.jpg,0.000000
images/frame_20250318_190526_381446.jpg,0.000088
images/frame_20250318_190526_421108.jpg,0.000000
images/frame_20250318_190526_442797.jpg,0.000000
images/frame_20250318_190526_486307.jpg,0.000000
images/frame_20250318_190526_510775.jpg,0.000000
images/frame_20250318_190526_560340.jpg,-0.000088
